AAPL,Sep 1 2000,12.88
AAPL,Oct 1 2000,9.78
AAPL,Nov 1 2000,8.25
AAPL,Dec 1 2000,7.44
AAPL,Jan 1 2001,10.81
AAPL,Feb 1 2001,9.12
